	1468043053		$RATTM,01,1.41,190.40,T,0.2,18.3,T,0.19,436.00,N,,T,,054414.00,M*33
	1468043055		$RATTM,01,1.41,190.31,T,0.5,31.5,T,0.50,154.72,N,,T,,054416.00,M*34
	1468043057		$RATTM,01,1.41,190.27,T,0.6,35.1,T,0.59,139.43,N,,T,,054418.00,M*3E
	1468043059		$RATTM,01,1.41,190.27,T,0.6,35.1,T,0.59,139.43,N,,T,,054420.00,M*35
	1468043061		$RATTM,01,1.41,190.24,T,0.6,40.0,T,0.69,124.04,N,,T,,054422.00,M*3B
	1468043063		$RATTM,01,1.41,190.37,T,0.6,42.6,T,0.75,115.49,N,,T,,054424.00,M*3D
	1468043065		$RATTM,01,1.41,190.44,T,0.6,43.3,T,0.76,115.53,N,,T,,054426.00,M*37
	1468043067		$RATTM,01,1.41,190.01,T,0.7,50.8,T,0.91,92.82,N,,T,,054428.00,M*0B
	1468043069		$RATTM,01,1.41,190.01,T,0.7,50.8,T,0.91,92.82,N,,T,,054430.00,M*02
	1468043071		$RATTM,01,1.41,189.97,T,0.8,56.0,T,1.01,77.72,N,,T,,054432.00,M*0A
	1468043073		$RATTM,01,1.41,190.11,T,0.8,59.7,T,1.07,66.31,N,,T,,054434.00,M*03
	1468043076		$RATTM,01,1.41,190.27,T,0.8,60.5,T,1.08,63.96,N,,T,,054436.00,M*0B
	1468043078		$RATTM,01,1.41,190.17,T,0.8,61.5,T,1.10,62.32,N,,T,,054438.00,M*01
	1468043080		$RATTM,01,1.41,190.17,T,0.8,61.5,T,1.10,62.32,N,,T,,054440.00,M*0E
	1468043082		$RATTM,01,1.41,190.31,T,0.8,62.0,T,1.11,63.68,N,,T,,054442.00,M*01
	1468043084		$RATTM,01,1.41,190.06,T,0.8,64.2,T,1.14,58.22,N,,T,,054444.00,M*04
	1468043086		$RATTM,01,1.41,190.17,T,0.9,66.4,T,1.17,54.43,N,,T,,054446.00,M*0B
	1468043088		$RATTM,01,1.41,190.14,T,0.9,67.5,T,1.18,53.29,N,,T,,054448.00,M*02
	1468043090		$RATTM,01,1.41,190.19,T,0.8,67.9,T,1.19,53.14,N,,T,,054450.00,M*04
	1468043092		$RATTM,01,1.41,190.19,T,0.8,67.9,T,1.19,53.14,N,,T,,054452.00,M*06
	1468043094		$RATTM,01,1.41,190.35,T,0.8,66.0,T,1.16,60.35,N,,T,,054454.00,M*0A
